Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENST00000300747	ENSG00000167333	TRIM68
ENST00000531101	ENSG00000167333	TRIM68
ENST00000526337	ENSG00000167333	TRIM68
ENST00000533021	ENSG00000167333	TRIM68
ENST00000360228	ENSG00000141837	CACNA1A
ENST00000587525	ENSG00000141837	CACNA1A
ENST00000585802	ENSG00000141837	CACNA1A
ENST00000573710	ENSG00000141837	CACNA1A
ENST00000573891	ENSG00000141837	CACNA1A
ENST00000574974	ENSG00000141837	CACNA1A
ENST00000614285	ENSG00000141837	CACNA1A
ENST00000262366	ENSG00000126603	GLIS2
ENST00000433375	ENSG00000126603	GLIS2
ENST00000356891	ENSG00000133641	C12orf29
ENST00000378673	ENSG00000164404	GDF9
ENST00000624492	ENSG00000164404	GDF9
ENST00000624495	ENSG00000164404	GDF9
ENST00000621295	ENSG00000164404	GDF9
ENST00000296875	ENSG00000164404	GDF9
ENST00000338252	ENSG00000153113	CAST
ENST00000508830	ENSG00000153113	CAST
ENST00000511097	ENSG00000153113	CAST
ENST00000395812	ENSG00000153113	CAST
ENST00000510756	ENSG00000153113	CAST
ENST00000341926	ENSG00000153113	CAST
ENST00000511049	ENSG00000153113	CAST
ENST00000309190	ENSG00000153113	CAST
ENST00000510156	ENSG00000153113	CAST
ENST00000509903	ENSG00000153113	CAST
ENST00000511782	ENSG00000153113	CAST
ENST00000504465	ENSG00000153113	CAST
ENST00000395813	ENSG00000153113	CAST
ENST00000319296	ENSG00000179965	ZNF771
ENST00000566625	ENSG00000179965	ZNF771
ENST00000564550	ENSG00000179965	ZNF771
ENST00000434417	ENSG00000179965	ZNF771
ENST00000619698	ENSG00000277650	KIR2DS5
ENST00000601460	ENSG00000282246	RP11-295P9.13
ENST00000595538	ENSG00000282246	RP11-295P9.13
ENST00000333813	ENSG00000184811	TUSC5
ENST00000411588	ENSG00000231676	OR2J2
ENST00000394957	ENSG00000107738	C10orf54
ENST00000470317	ENSG00000107738	C10orf54
ENST00000598361	ENSG00000281039	RP4-777O23.3
ENST00000265140	ENSG00000133302	SLF1
ENST00000508130	ENSG00000133302	SLF1
ENST00000315183	ENSG00000090905	TNRC6A
ENST00000395799	ENSG00000090905	TNRC6A
ENST00000450465	ENSG00000090905	TNRC6A
ENST00000569098	ENSG00000090905	TNRC6A
ENST00000398786	ENSG00000214688	C10orf105
ENST00000441508	ENSG00000214688	C10orf105
ENST00000257408	ENSG00000134962	KLB
ENST00000449153	ENSG00000237095	MDC1
ENST00000422195	ENSG00000237095	MDC1
ENST00000455729	ENSG00000237095	MDC1
ENST00000423726	ENSG00000237095	MDC1
ENST00000547353	ENSG00000237095	MDC1
ENST00000371626	ENSG00000117862	TXNDC12
ENST00000256785	ENSG00000134389	CFHR5
ENST00000421798	ENSG00000235961	PNMA6A
ENST00000300145	ENSG00000166896	XRCC6BP1
ENST00000394730	ENSG00000138780	GSTCD
ENST00000515279	ENSG00000138780	GSTCD
ENST00000360505	ENSG00000138780	GSTCD
ENST00000394728	ENSG00000138780	GSTCD
ENST00000370350	ENSG00000147378	FATE1
ENST00000313401	ENSG00000176749	CDK5R1
ENST00000584792	ENSG00000176749	CDK5R1
ENST00000584716	ENSG00000176749	CDK5R1
ENST00000380821	ENSG00000164975	SNAPC3
ENST00000467062	ENSG00000164975	SNAPC3
ENST00000490969	ENSG00000164975	SNAPC3
ENST00000610884	ENSG00000164975	SNAPC3
ENST00000369872	ENSG00000143028	SYPL2
ENST00000331244	ENSG00000108010	GLRX3
ENST00000368644	ENSG00000108010	GLRX3
ENST00000481034	ENSG00000108010	GLRX3
ENST00000454714	ENSG00000230336	POU5F1
ENST00000433348	ENSG00000230336	POU5F1
ENST00000549294	ENSG00000230336	POU5F1
ENST00000389709	ENSG00000070476	ZXDC
ENST00000515545	ENSG00000070476	ZXDC
ENST00000336332	ENSG00000070476	ZXDC
ENST00000251157	ENSG00000116641	DOCK7
ENST00000454575	ENSG00000116641	DOCK7
ENST00000340370	ENSG00000116641	DOCK7
ENST00000404627	ENSG00000116641	DOCK7
ENST00000614472	ENSG00000116641	DOCK7
ENST00000440314	ENSG00000130038	CRACR2A
ENST00000252322	ENSG00000130038	CRACR2A
ENST00000621155	ENSG00000275416	KIR3DL2
ENST00000612733	ENSG00000275416	KIR3DL2
ENST00000371199	ENSG00000101966	XIAP
ENST00000355640	ENSG00000101966	XIAP
ENST00000434753	ENSG00000101966	XIAP
ENST00000354373	ENSG00000128250	RFPL1
ENST00000391878	ENSG00000143514	TP53BP2
ENST00000343537	ENSG00000143514	TP53BP2
ENST00000358433	ENSG00000188324	OR6C6
ENST00000369449	ENSG00000155962	CLIC2
ENST00000321926	ENSG00000155962	CLIC2
ENST00000295240	ENSG00000163093	BBS5
ENST00000392663	ENSG00000163093	BBS5
ENST00000443151	ENSG00000163093	BBS5
ENST00000360639	ENSG00000167173	C15orf39
ENST00000394987	ENSG00000167173	C15orf39
ENST00000567617	ENSG00000167173	C15orf39
ENST00000252512	ENSG00000130227	XPO7
ENST00000521303	ENSG00000130227	XPO7
ENST00000433566	ENSG00000130227	XPO7
ENST00000517551	ENSG00000130227	XPO7
ENST00000266643	ENSG00000139266	MARCH9
ENST00000548358	ENSG00000139266	MARCH9
ENST00000368592	ENSG00000148826	NKX6-2
ENST00000228534	ENSG00000110944	IL23A
ENST00000339464	ENSG00000188064	WNT7B
ENST00000409496	ENSG00000188064	WNT7B
ENST00000410089	ENSG00000188064	WNT7B
ENST00000410058	ENSG00000188064	WNT7B
ENST00000428540	ENSG00000188064	WNT7B
ENST00000307179	ENSG00000138592	USP8
ENST00000396444	ENSG00000138592	USP8
ENST00000425032	ENSG00000138592	USP8
ENST00000321356	ENSG00000013441	CLK1
ENST00000432425	ENSG00000013441	CLK1
ENST00000409769	ENSG00000013441	CLK1
ENST00000409403	ENSG00000013441	CLK1
ENST00000434813	ENSG00000013441	CLK1
ENST00000621181	ENSG00000013441	CLK1
ENST00000377595	ENSG00000118939	UCHL3
ENST00000419068	ENSG00000118939	UCHL3
ENST00000618773	ENSG00000118939	UCHL3
ENST00000262971	ENSG00000105229	PIAS4
ENST00000297977	ENSG00000165259	HDX
ENST00000506585	ENSG00000165259	HDX
ENST00000373177	ENSG00000165259	HDX
ENST00000264071	ENSG00000104833	TUBB4A
ENST00000594276	ENSG00000104833	TUBB4A
ENST00000594075	ENSG00000104833	TUBB4A
ENST00000600216	ENSG00000104833	TUBB4A
ENST00000595324	ENSG00000104833	TUBB4A
ENST00000598006	ENSG00000104833	TUBB4A
ENST00000596291	ENSG00000104833	TUBB4A
ENST00000597686	ENSG00000104833	TUBB4A
ENST00000596926	ENSG00000104833	TUBB4A
ENST00000594290	ENSG00000104833	TUBB4A
ENST00000601640	ENSG00000104833	TUBB4A
ENST00000598635	ENSG00000104833	TUBB4A
ENST00000540257	ENSG00000104833	TUBB4A
ENST00000377045	ENSG00000078061	ARAF
ENST00000377039	ENSG00000078061	ARAF
ENST00000290277	ENSG00000078061	ARAF
ENST00000392455	ENSG00000152492	CCDC50
ENST00000392456	ENSG00000152492	CCDC50
ENST00000471889	ENSG00000162426	SLC45A1
ENST00000289877	ENSG00000162426	SLC45A1
ENST00000621454	ENSG00000275758	DDTL
ENST00000554335	ENSG00000020577	SAMD4A
ENST00000251091	ENSG00000020577	SAMD4A
ENST00000555192	ENSG00000020577	SAMD4A
ENST00000631086	ENSG00000020577	SAMD4A
ENST00000392067	ENSG00000020577	SAMD4A
ENST00000436584	ENSG00000105383	CD33
ENST00000421133	ENSG00000105383	CD33
ENST00000391796	ENSG00000105383	CD33
ENST00000262262	ENSG00000105383	CD33
ENST00000393597	ENSG00000175591	P2RY2
ENST00000311131	ENSG00000175591	P2RY2
ENST00000393596	ENSG00000175591	P2RY2
ENST00000303151	ENSG00000172336	POP7
ENST00000457480	ENSG00000172336	POP7
ENST00000613010	ENSG00000274639	KIR3DL3
ENST00000319595	ENSG00000179097	HTR1F
ENST00000421209	ENSG00000226923	MCCD1
ENST00000392446	ENSG00000171302	CANT1
ENST00000302345	ENSG00000171302	CANT1
ENST00000592228	ENSG00000171302	CANT1
ENST00000591773	ENSG00000171302	CANT1
ENST00000588611	ENSG00000171302	CANT1
ENST00000588075	ENSG00000171302	CANT1
ENST00000590370	ENSG00000171302	CANT1
ENST00000586916	ENSG00000171302	CANT1
ENST00000620915	ENSG00000171302	CANT1
ENST00000258034	ENSG00000135569	TAAR5
ENST00000389398	ENSG00000175267	VWA3A
ENST00000563755	ENSG00000175267	VWA3A
ENST00000521243	ENSG00000164756	SLC30A8
ENST00000524274	ENSG00000164756	SLC30A8
ENST00000519688	ENSG00000164756	SLC30A8
ENST00000456015	ENSG00000164756	SLC30A8
ENST00000427715	ENSG00000164756	SLC30A8
ENST00000534708	ENSG00000142973	CYP4B1
ENST00000371923	ENSG00000142973	CYP4B1
ENST00000271153	ENSG00000142973	CYP4B1
ENST00000529715	ENSG00000142973	CYP4B1
ENST00000464439	ENSG00000142973	CYP4B1
ENST00000371919	ENSG00000142973	CYP4B1
ENST00000526297	ENSG00000142973	CYP4B1
ENST00000614163	ENSG00000142973	CYP4B1
ENST00000548567	ENSG00000062485	CS
ENST00000351328	ENSG00000062485	CS
ENST00000548746	ENSG00000062485	CS
ENST00000542324	ENSG00000062485	CS
ENST00000546891	ENSG00000062485	CS
ENST00000548849	ENSG00000062485	CS
ENST00000549221	ENSG00000062485	CS
ENST00000546930	ENSG00000062485	CS
ENST00000548041	ENSG00000062485	CS
ENST00000551936	ENSG00000062485	CS
ENST00000550734	ENSG00000062485	CS
ENST00000551253	ENSG00000062485	CS
ENST00000552688	ENSG00000062485	CS
ENST00000551473	ENSG00000062485	CS
ENST00000547298	ENSG00000062485	CS
ENST00000551137	ENSG00000062485	CS
ENST00000550655	ENSG00000062485	CS
ENST00000551968	ENSG00000062485	CS
ENST00000550159	ENSG00000062485	CS
ENST00000551430	ENSG00000062485	CS
ENST00000552222	ENSG00000062485	CS
ENST00000450735	ENSG00000103942	HOMER2
ENST00000304231	ENSG00000103942	HOMER2
ENST00000558817	ENSG00000103942	HOMER2
ENST00000414687	ENSG00000235956	PRRT1
ENST00000452030	ENSG00000235956	PRRT1
ENST00000302068	ENSG00000171564	FGB
ENST00000615418	ENSG00000276070	CCL4L2
ENST00000617416	ENSG00000276070	CCL4L2
ENST00000613173	ENSG00000276070	CCL4L2
ENST00000620732	ENSG00000276070	CCL4L2
ENST00000620098	ENSG00000276070	CCL4L2
ENST00000620576	ENSG00000276070	CCL4L2
ENST00000620055	ENSG00000276070	CCL4L2
ENST00000617405	ENSG00000276070	CCL4L2
ENST00000610565	ENSG00000276070	CCL4L2
ENST00000620250	ENSG00000276070	CCL4L2
ENST00000263576	ENSG00000109832	DDX25
ENST00000530414	ENSG00000109832	DDX25
ENST00000530129	ENSG00000109832	DDX25
ENST00000526875	ENSG00000109832	DDX25
ENST00000361545	ENSG00000106665	CLIP2
ENST00000395060	ENSG00000106665	CLIP2
ENST00000223398	ENSG00000106665	CLIP2
ENST00000326799	ENSG00000136758	YME1L1
ENST00000376016	ENSG00000136758	YME1L1
ENST00000491542	ENSG00000136758	YME1L1
ENST00000427324	ENSG00000136758	YME1L1
ENST00000396296	ENSG00000136758	YME1L1
ENST00000613434	ENSG00000136758	YME1L1
ENST00000375972	ENSG00000136758	YME1L1
ENST00000378988	ENSG00000099399	MAGEB2
ENST00000607772	ENSG00000153721	CNKSR3
ENST00000479339	ENSG00000153721	CNKSR3
ENST00000424998	ENSG00000153721	CNKSR3
ENST00000616478	ENSG00000153721	CNKSR3
ENST00000376059	ENSG00000204472	AIF1
ENST00000337917	ENSG00000204472	AIF1
ENST00000376049	ENSG00000204472	AIF1
ENST00000593039	ENSG00000267618	RAD51L3-RFFL
ENST00000591723	ENSG00000267618	RAD51L3-RFFL
ENST00000592181	ENSG00000267618	RAD51L3-RFFL
ENST00000397722	ENSG00000103202	NME4
ENST00000454619	ENSG00000103202	NME4
ENST00000444498	ENSG00000103202	NME4
ENST00000382940	ENSG00000103202	NME4
ENST00000219479	ENSG00000103202	NME4
ENST00000433358	ENSG00000103202	NME4
ENST00000450036	ENSG00000103202	NME4
ENST00000620944	ENSG00000103202	NME4
ENST00000621774	ENSG00000103202	NME4
ENST00000319004	ENSG00000179409	GEMIN4
ENST00000576778	ENSG00000179409	GEMIN4
ENST00000573482	ENSG00000179409	GEMIN4
ENST00000570364	ENSG00000179409	GEMIN4
ENST00000576383	ENSG00000179409	GEMIN4
ENST00000460277	ENSG00000117262	GPR89A
ENST00000313835	ENSG00000117262	GPR89A
ENST00000528944	ENSG00000117262	GPR89A
ENST00000466593	ENSG00000117262	GPR89A
ENST00000534502	ENSG00000117262	GPR89A
ENST00000462900	ENSG00000117262	GPR89A
ENST00000252136	ENSG00000099899	TRMT2A
ENST00000403707	ENSG00000099899	TRMT2A
ENST00000444845	ENSG00000099899	TRMT2A
ENST00000404751	ENSG00000099899	TRMT2A
ENST00000439169	ENSG00000099899	TRMT2A
ENST00000445045	ENSG00000099899	TRMT2A
ENST00000298317	ENSG00000165526	RPUSD4
ENST00000533628	ENSG00000165526	RPUSD4
ENST00000532674	ENSG00000165526	RPUSD4
ENST00000307271	ENSG00000171115	GIMAP8
ENST00000356284	ENSG00000112562	SMOC2
ENST00000354536	ENSG00000112562	SMOC2
ENST00000392100	ENSG00000112562	SMOC2
ENST00000417208	ENSG00000112562	SMOC2
ENST00000535039	ENSG00000112562	SMOC2
ENST00000296028	ENSG00000163736	PPBP
ENST00000341911	ENSG00000118513	MYB
ENST00000367812	ENSG00000118513	MYB
ENST00000463282	ENSG00000118513	MYB
ENST00000525477	ENSG00000118513	MYB
ENST00000533837	ENSG00000118513	MYB
ENST00000339290	ENSG00000118513	MYB
ENST00000442647	ENSG00000118513	MYB
ENST00000367814	ENSG00000118513	MYB
ENST00000527615	ENSG00000118513	MYB
ENST00000420123	ENSG00000118513	MYB
ENST00000525369	ENSG00000118513	MYB
ENST00000528140	ENSG00000118513	MYB
ENST00000528774	ENSG00000118513	MYB
ENST00000534121	ENSG00000118513	MYB
ENST00000525940	ENSG00000118513	MYB
ENST00000528345	ENSG00000118513	MYB
ENST00000534044	ENSG00000118513	MYB
ENST00000533624	ENSG00000118513	MYB
ENST00000529262	ENSG00000118513	MYB
ENST00000528015	ENSG00000118513	MYB
ENST00000526187	ENSG00000118513	MYB
ENST00000533384	ENSG00000118513	MYB
ENST00000531634	ENSG00000118513	MYB
ENST00000531737	ENSG00000118513	MYB
ENST00000525002	ENSG00000118513	MYB
ENST00000524588	ENSG00000118513	MYB
ENST00000526565	ENSG00000118513	MYB
ENST00000528343	ENSG00000118513	MYB
ENST00000438901	ENSG00000118513	MYB
ENST00000525514	ENSG00000118513	MYB
ENST00000531519	ENSG00000118513	MYB
ENST00000526320	ENSG00000118513	MYB
ENST00000526889	ENSG00000118513	MYB
ENST00000533808	ENSG00000118513	MYB
ENST00000529586	ENSG00000118513	MYB
ENST00000430686	ENSG00000118513	MYB
ENST00000616088	ENSG00000118513	MYB
ENST00000618728	ENSG00000118513	MYB
ENST00000316528	ENSG00000118513	MYB
ENST00000219454	ENSG00000103175	WFDC1
ENST00000568638	ENSG00000103175	WFDC1
ENST00000492259	ENSG00000026036	RTEL1-TNFRSF6B
ENST00000482936	ENSG00000026036	RTEL1-TNFRSF6B
ENST00000338647	ENSG00000189420	ZFP92
ENST00000409858	ENSG00000197355	UAP1L1
ENST00000476184	ENSG00000197355	UAP1L1
ENST00000360271	ENSG00000197355	UAP1L1
ENST00000416548	ENSG00000228736	RGL2
ENST00000216252	ENSG00000100410	PHF5A
ENST00000426726	ENSG00000108309	RUNDC3A
ENST00000590941	ENSG00000108309	RUNDC3A
ENST00000225441	ENSG00000108309	RUNDC3A
ENST00000209884	ENSG00000076321	KLHL20
ENST00000556036	ENSG00000187790	FANCM
ENST00000267430	ENSG00000187790	FANCM
ENST00000542564	ENSG00000187790	FANCM
ENST00000556250	ENSG00000187790	FANCM
ENST00000554809	ENSG00000187790	FANCM
ENST00000557110	ENSG00000187790	FANCM
ENST00000555484	ENSG00000187790	FANCM
ENST00000497209	ENSG00000101187	SLCO4A1
ENST00000370507	ENSG00000101187	SLCO4A1
ENST00000451793	ENSG00000101187	SLCO4A1
ENST00000217159	ENSG00000101187	SLCO4A1
ENST00000370110	ENSG00000107833	NPM3
ENST00000334055	ENSG00000186965	KRTAP19-2
ENST00000373610	ENSG00000084652	TXLNA
ENST00000373609	ENSG00000084652	TXLNA
ENST00000518104	ENSG00000157168	NRG1
ENST00000519301	ENSG00000157168	NRG1
ENST00000520407	ENSG00000157168	NRG1
ENST00000523534	ENSG00000157168	NRG1
ENST00000631040	ENSG00000157168	NRG1
ENST00000523079	ENSG00000157168	NRG1
ENST00000356819	ENSG00000157168	NRG1
ENST00000521670	ENSG00000157168	NRG1
ENST00000287842	ENSG00000157168	NRG1
ENST00000405005	ENSG00000157168	NRG1
ENST00000518206	ENSG00000157168	NRG1
ENST00000520502	ENSG00000157168	NRG1
ENST00000523041	ENSG00000157168	NRG1
ENST00000518084	ENSG00000157168	NRG1
ENST00000522402	ENSG00000157168	NRG1
ENST00000519240	ENSG00000157168	NRG1
ENST00000539990	ENSG00000157168	NRG1
ENST00000243314	ENSG00000123584	MAGEA9
ENST00000001008	ENSG00000004478	FKBP4
ENST00000538622	ENSG00000004478	FKBP4
ENST00000539181	ENSG00000004478	FKBP4
ENST00000375835	ENSG00000148082	SHC3
ENST00000375831	ENSG00000148082	SHC3
ENST00000265431	ENSG00000104327	CALB1
ENST00000518457	ENSG00000104327	CALB1
ENST00000523716	ENSG00000104327	CALB1
ENST00000520613	ENSG00000104327	CALB1
ENST00000634170	ENSG00000276276	ARL17B
ENST00000615623	ENSG00000276276	ARL17B
ENST00000632650	ENSG00000276276	ARL17B
ENST00000633026	ENSG00000276276	ARL17B
ENST00000633542	ENSG00000276276	ARL17B
ENST00000618729	ENSG00000276276	ARL17B
ENST00000617818	ENSG00000276276	ARL17B
ENST00000612181	ENSG00000276276	ARL17B
ENST00000620856	ENSG00000276276	ARL17B
ENST00000552491	ENSG00000050405	LIMA1
ENST00000547825	ENSG00000050405	LIMA1
ENST00000552823	ENSG00000050405	LIMA1
ENST00000394943	ENSG00000050405	LIMA1
ENST00000341247	ENSG00000050405	LIMA1
ENST00000552783	ENSG00000050405	LIMA1
ENST00000552909	ENSG00000050405	LIMA1
ENST00000552720	ENSG00000050405	LIMA1
ENST00000551691	ENSG00000050405	LIMA1
ENST00000550592	ENSG00000050405	LIMA1
ENST00000409745	ENSG00000185105	MYADML2
ENST00000330655	ENSG00000185105	MYADML2
ENST00000557004	ENSG00000100665	SERPINA4
ENST00000555095	ENSG00000100665	SERPINA4
ENST00000298841	ENSG00000100665	SERPINA4
ENST00000374375	ENSG00000204183	GDF5OS
ENST00000481490	ENSG00000265817	FSBP
ENST00000374940	ENSG00000237541	HLA-DQA2
ENST00000323443	ENSG00000180979	LRRC57
ENST00000397130	ENSG00000180979	LRRC57
ENST00000563454	ENSG00000180979	LRRC57
ENST00000570160	ENSG00000180979	LRRC57
ENST00000412723	ENSG00000119227	PIGZ
ENST00000413127	ENSG00000119227	PIGZ
ENST00000443835	ENSG00000119227	PIGZ
ENST00000529568	ENSG00000255339	RP11-411B6.6
ENST00000527595	ENSG00000255339	RP11-411B6.6
ENST00000557395	ENSG00000255339	RP11-411B6.6
ENST00000528174	ENSG00000255339	RP11-411B6.6
ENST00000533549	ENSG00000255339	RP11-411B6.6
ENST00000323348	ENSG00000163516	ANKZF1
ENST00000453432	ENSG00000163516	ANKZF1
ENST00000409849	ENSG00000163516	ANKZF1
ENST00000410034	ENSG00000163516	ANKZF1
ENST00000447157	ENSG00000163516	ANKZF1
ENST00000624687	ENSG00000280411	IGHV1-69-2
ENST00000380277	ENSG00000168994	PXDC1
ENST00000380283	ENSG00000168994	PXDC1
ENST00000409011	ENSG00000152147	GEMIN6
ENST00000281950	ENSG00000152147	GEMIN6
ENST00000409566	ENSG00000152147	GEMIN6
ENST00000223423	ENSG00000095303	PTGS1
ENST00000362012	ENSG00000095303	PTGS1
ENST00000426608	ENSG00000095303	PTGS1
ENST00000373698	ENSG00000095303	PTGS1
ENST00000614910	ENSG00000095303	PTGS1
ENST00000540753	ENSG00000095303	PTGS1
ENST00000619306	ENSG00000095303	PTGS1
ENST00000325404	ENSG00000181449	SOX2
ENST00000345046	ENSG00000185825	BCAP31
ENST00000458587	ENSG00000185825	BCAP31
ENST00000442093	ENSG00000185825	BCAP31
ENST00000429550	ENSG00000185825	BCAP31
ENST00000416815	ENSG00000185825	BCAP31
ENST00000423827	ENSG00000185825	BCAP31
ENST00000430088	ENSG00000185825	BCAP31
ENST00000522782	ENSG00000037749	MFAP3
ENST00000439768	ENSG00000037749	MFAP3
ENST00000322602	ENSG00000037749	MFAP3
ENST00000367145	ENSG00000158715	SLC45A3
ENST00000581484	ENSG00000169696	ASPSCR1
ENST00000306729	ENSG00000169696	ASPSCR1
ENST00000306739	ENSG00000169696	ASPSCR1
ENST00000580534	ENSG00000169696	ASPSCR1
ENST00000582355	ENSG00000169696	ASPSCR1
ENST00000583744	ENSG00000169696	ASPSCR1
ENST00000264258	ENSG00000071082	RPL31
ENST00000409000	ENSG00000071082	RPL31
ENST00000409028	ENSG00000071082	RPL31
ENST00000409320	ENSG00000071082	RPL31
ENST00000409733	ENSG00000071082	RPL31
ENST00000409650	ENSG00000071082	RPL31
ENST00000409038	ENSG00000071082	RPL31
ENST00000419276	ENSG00000071082	RPL31
ENST00000456292	ENSG00000071082	RPL31
ENST00000409711	ENSG00000071082	RPL31
ENST00000441435	ENSG00000071082	RPL31
ENST00000412899	ENSG00000091409	ITGA6
ENST00000409532	ENSG00000091409	ITGA6
ENST00000264107	ENSG00000091409	ITGA6
ENST00000442250	ENSG00000091409	ITGA6
ENST00000458358	ENSG00000091409	ITGA6
ENST00000409080	ENSG00000091409	ITGA6
ENST00000416789	ENSG00000091409	ITGA6
ENST00000339865	ENSG00000170242	USP47
ENST00000527733	ENSG00000170242	USP47
ENST00000399455	ENSG00000170242	USP47
ENST00000324460	ENSG00000044574	HSPA5
ENST00000305632	ENSG00000106638	TBL2
ENST00000450285	ENSG00000106638	TBL2
ENST00000432538	ENSG00000106638	TBL2
ENST00000479892	ENSG00000106638	TBL2
ENST00000610724	ENSG00000106638	TBL2
ENST00000335987	ENSG00000172818	OVOL1
ENST00000532448	ENSG00000172818	OVOL1
ENST00000367569	ENSG00000169976	SF3B5
ENST00000391624	ENSG00000212938	KRTAP6-3
ENST00000256366	ENSG00000213463	SYNJ2BP
ENST00000375980	ENSG00000142634	EFHD2
ENST00000445566	ENSG00000142634	EFHD2
ENST00000367302	ENSG00000134369	NAV1
ENST00000367296	ENSG00000134369	NAV1
ENST00000367295	ENSG00000134369	NAV1
ENST00000370187	ENSG00000166167	BTRC
ENST00000408038	ENSG00000166167	BTRC
ENST00000370183	ENSG00000166167	BTRC
ENST00000393441	ENSG00000166167	BTRC
ENST00000287078	ENSG00000156521	TYSND1
ENST00000335494	ENSG00000156521	TYSND1
ENST00000568546	ENSG00000183751	TBL3
ENST00000332704	ENSG00000183751	TBL3
ENST00000615855	ENSG00000183751	TBL3
ENST00000583369	ENSG00000109062	SLC9A3R1
ENST00000262613	ENSG00000109062	SLC9A3R1
ENST00000413388	ENSG00000109062	SLC9A3R1
ENST00000581356	ENSG00000109062	SLC9A3R1
ENST00000229769	ENSG00000112039	FANCE
ENST00000522909	ENSG00000178125	PPP1R42
ENST00000324682	ENSG00000178125	PPP1R42
ENST00000373790	ENSG00000147133	TAF1
ENST00000276072	ENSG00000147133	TAF1
ENST00000463163	ENSG00000147133	TAF1
ENST00000437147	ENSG00000147133	TAF1
ENST00000373775	ENSG00000147133	TAF1
ENST00000423759	ENSG00000147133	TAF1
ENST00000390617	ENSG00000211957	IGHV3-35
ENST00000360564	ENSG00000198598	MMP17
ENST00000545671	ENSG00000198598	MMP17
ENST00000545790	ENSG00000198598	MMP17
ENST00000535291	ENSG00000198598	MMP17
ENST00000534865	ENSG00000198598	MMP17
ENST00000537848	ENSG00000198598	MMP17
ENST00000542648	ENSG00000198598	MMP17
ENST00000535004	ENSG00000198598	MMP17
ENST00000410022	ENSG00000169599	NFU1
ENST00000474230	ENSG00000169599	NFU1
ENST00000303698	ENSG00000169599	NFU1
ENST00000462320	ENSG00000169599	NFU1
ENST00000450796	ENSG00000169599	NFU1
ENST00000484177	ENSG00000169599	NFU1
ENST00000394305	ENSG00000169599	NFU1
ENST00000259362	ENSG00000136839	OR13C9
ENST00000332509	ENSG00000184381	PLA2G6
ENST00000402064	ENSG00000184381	PLA2G6
ENST00000454670	ENSG00000184381	PLA2G6
ENST00000448094	ENSG00000184381	PLA2G6
ENST00000452794	ENSG00000184381	PLA2G6
ENST00000427114	ENSG00000184381	PLA2G6
ENST00000427453	ENSG00000184381	PLA2G6
ENST00000452542	ENSG00000184381	PLA2G6
ENST00000498338	ENSG00000184381	PLA2G6
ENST00000430886	ENSG00000184381	PLA2G6
ENST00000335539	ENSG00000184381	PLA2G6
ENST00000432059	ENSG00000120519	SLC10A7
ENST00000335472	ENSG00000120519	SLC10A7
ENST00000507030	ENSG00000120519	SLC10A7
ENST00000394059	ENSG00000120519	SLC10A7
ENST00000511374	ENSG00000120519	SLC10A7
ENST00000502607	ENSG00000120519	SLC10A7
ENST00000344327	ENSG00000137672	TRPC6
ENST00000532133	ENSG00000137672	TRPC6
ENST00000348423	ENSG00000137672	TRPC6
