# Sample_ID	Tissue_General	Tissue_Specific
GTEX-ZV7C-1826-SM-5NQ83	Breast	Breast - Mammary Tissue
GTEX-ZVE2-1226-SM-5NQ8R	Breast	Breast - Mammary Tissue
GTEX-ZVT2-1826-SM-5NQ8W	Breast	Breast - Mammary Tissue
GTEX-ZVT4-1026-SM-57WC4	Breast	Breast - Mammary Tissue
GTEX-ZVTK-0326-SM-51MRR	Breast	Breast - Mammary Tissue
GTEX-ZVZQ-0826-SM-51MRF	Breast	Breast - Mammary Tissue
GTEX-ZWKS-2826-SM-5NQ74	Breast	Breast - Mammary Tissue
GTEX-ZXES-0826-SM-5E43C	Breast	Breast - Mammary Tissue
GTEX-ZY6K-1626-SM-5GZWV	Breast	Breast - Mammary Tissue
GTEX-ZYFC-0826-SM-5E44K	Breast	Breast - Mammary Tissue
GTEX-ZYT6-0126-SM-5E45J	Breast	Breast - Mammary Tissue
GTEX-ZYW4-0826-SM-5GIDG	Breast	Breast - Mammary Tissue
GTEX-ZYWO-2326-SM-5GZY4	Breast	Breast - Mammary Tissue
GTEX-ZZ64-1226-SM-5E43R	Breast	Breast - Mammary Tissue
GTEX-ZZPU-0626-SM-5E43T	Breast	Breast - Mammary Tissue
GTEX-1122O-0003-SM-5Q5DL	Blood	Cells - EBV-transformed lymphocytes
GTEX-11EM3-0001-SM-5Q5BD	Blood	Cells - EBV-transformed lymphocytes
GTEX-11EMC-0002-SM-5Q5DO	Blood	Cells - EBV-transformed lymphocytes
GTEX-11EQ9-0002-SM-5QGQ1	Blood	Cells - EBV-transformed lymphocytes
GTEX-11I78-0001-SM-5Q5BE	Blood	Cells - EBV-transformed lymphocytes
GTEX-11P7K-0003-SM-5S2OU	Blood	Cells - EBV-transformed lymphocytes
GTEX-11TT1-0004-SM-5S2NT	Blood	Cells - EBV-transformed lymphocytes
GTEX-11VI4-0001-SM-5S2OI	Blood	Cells - EBV-transformed lymphocytes
GTEX-11ZTT-0002-SM-5S2PA	Blood	Cells - EBV-transformed lymphocytes
GTEX-1211K-0001-SM-5S2P9	Blood	Cells - EBV-transformed lymphocytes
GTEX-1212Z-0002-SM-5SI6W	Blood	Cells - EBV-transformed lymphocytes
GTEX-12696-0002-SM-5SI6U	Blood	Cells - EBV-transformed lymphocytes
GTEX-12BJ1-0003-SM-5SI6V	Blood	Cells - EBV-transformed lymphocytes
GTEX-12C56-0002-SM-5S2PC	Blood	Cells - EBV-transformed lymphocytes
GTEX-RWS6-0001-SM-3NMAL	Blood	Cells - EBV-transformed lymphocytes
GTEX-S4Q7-0003-SM-3NM8M	Blood	Cells - EBV-transformed lymphocytes
GTEX-S7SF-0001-SM-3K2BE	Blood	Cells - EBV-transformed lymphocytes
GTEX-S95S-0002-SM-3NM8K	Blood	Cells - EBV-transformed lymphocytes
GTEX-SIU7-0001-SM-3NMAW	Blood	Cells - EBV-transformed lymphocytes
GTEX-SN8G-0001-SM-3NM8L	Blood	Cells - EBV-transformed lymphocytes
GTEX-SNOS-0003-SM-3NMAO	Blood	Cells - EBV-transformed lymphocytes
GTEX-SSA3-0002-SM-3P61R	Blood	Cells - EBV-transformed lymphocytes
GTEX-SUCS-0002-SM-3NMAJ	Blood	Cells - EBV-transformed lymphocytes
GTEX-T5JC-0001-SM-3NMAK	Blood	Cells - EBV-transformed lymphocytes
GTEX-T5JW-0003-SM-3NMAD	Blood	Cells - EBV-transformed lymphocytes
GTEX-T6MN-0002-SM-3NMAH	Blood	Cells - EBV-transformed lymphocytes
GTEX-T6MO-0003-SM-3NMAG	Blood	Cells - EBV-transformed lymphocytes
GTEX-TKQ1-0003-SM-3NMAE	Blood	Cells - EBV-transformed lymphocytes
GTEX-TKQ2-0004-SM-3NMAC	Blood	Cells - EBV-transformed lymphocytes
GTEX-TML8-0001-SM-3NMAF	Blood	Cells - EBV-transformed lymphocytes
GTEX-TMZS-0001-SM-3P61Q	Blood	Cells - EBV-transformed lymphocytes
GTEX-U3ZG-0001-SM-47JYF	Blood	Cells - EBV-transformed lymphocytes
GTEX-U3ZH-0002-SM-3NMDD	Blood	Cells - EBV-transformed lymphocytes
GTEX-U3ZM-0002-SM-3NMDM	Blood	Cells - EBV-transformed lymphocytes
GTEX-U3ZN-0002-SM-3NMDF	Blood	Cells - EBV-transformed lymphocytes
GTEX-UPIC-0002-SM-3NMDC	Blood	Cells - EBV-transformed lymphocytes
GTEX-UPJH-0001-SM-3NMDE	Blood	Cells - EBV-transformed lymphocytes
GTEX-UPK5-0003-SM-3NMDI	Blood	Cells - EBV-transformed lymphocytes
GTEX-V1D1-0003-SM-3NMDP	Blood	Cells - EBV-transformed lymphocytes
GTEX-V955-0004-SM-3NMDH	Blood	Cells - EBV-transformed lymphocytes
GTEX-VJYA-0001-SM-3NMDJ	Blood	Cells - EBV-transformed lymphocytes
GTEX-VUSG-0003-SM-3NMDK	Blood	Cells - EBV-transformed lymphocytes
GTEX-VUSH-0004-SM-3P61T	Blood	Cells - EBV-transformed lymphocytes
GTEX-W5WG-0002-SM-3NMDN	Blood	Cells - EBV-transformed lymphocytes
GTEX-W5X1-0001-SM-3P61V	Blood	Cells - EBV-transformed lymphocytes
GTEX-WCDI-0002-SM-3P61U	Blood	Cells - EBV-transformed lymphocytes
GTEX-WEY5-0001-SM-3P61Z	Blood	Cells - EBV-transformed lymphocytes
GTEX-WFG7-0001-SM-3P61S	Blood	Cells - EBV-transformed lymphocytes
GTEX-WFG8-0001-SM-4LVN8	Blood	Cells - EBV-transformed lymphocytes
GTEX-WFJO-0002-SM-3P61X	Blood	Cells - EBV-transformed lymphocytes
GTEX-WFON-0001-SM-3P61W	Blood	Cells - EBV-transformed lymphocytes
GTEX-WH7G-0002-SM-4LVN9	Blood	Cells - EBV-transformed lymphocytes
GTEX-WHPG-0004-SM-3NMDO	Blood	Cells - EBV-transformed lymphocytes
GTEX-WHSB-0002-SM-4M1ZR	Blood	Cells - EBV-transformed lymphocytes
GTEX-WOFM-0001-SM-4OOT2	Blood	Cells - EBV-transformed lymphocytes
GTEX-WRHK-0001-SM-4WWDD	Blood	Cells - EBV-transformed lymphocytes
GTEX-WWTW-0002-SM-4MVNH	Blood	Cells - EBV-transformed lymphocytes
GTEX-WXYG-0004-SM-4MVOS	Blood	Cells - EBV-transformed lymphocytes
GTEX-WZTO-0001-SM-4PQZY	Blood	Cells - EBV-transformed lymphocytes
GTEX-X15G-0001-SM-4PQZV	Blood	Cells - EBV-transformed lymphocytes
GTEX-X3Y1-0001-SM-4PQYP	Blood	Cells - EBV-transformed lymphocytes
GTEX-X4EP-0004-SM-4PQZX	Blood	Cells - EBV-transformed lymphocytes
GTEX-X4LF-0002-SM-4QASG	Blood	Cells - EBV-transformed lymphocytes
GTEX-X585-0002-SM-46MVA	Blood	Cells - EBV-transformed lymphocytes
GTEX-X5EB-0004-SM-46MWA	Blood	Cells - EBV-transformed lymphocytes
GTEX-X638-0003-SM-47JZ1	Blood	Cells - EBV-transformed lymphocytes
GTEX-X88G-0004-SM-47JZ6	Blood	Cells - EBV-transformed lymphocytes
GTEX-XBED-0003-SM-47JWP	Blood	Cells - EBV-transformed lymphocytes
GTEX-XBEW-0002-SM-4AT5O	Blood	Cells - EBV-transformed lymphocytes
GTEX-XGQ4-0004-SM-4AT5S	Blood	Cells - EBV-transformed lymphocytes
GTEX-XLM4-0004-SM-4AT5I	Blood	Cells - EBV-transformed lymphocytes
GTEX-XMK1-0001-SM-4B64F	Blood	Cells - EBV-transformed lymphocytes
GTEX-XPT6-0001-SM-4B64G	Blood	Cells - EBV-transformed lymphocytes
GTEX-XQ3S-0001-SM-4B64K	Blood	Cells - EBV-transformed lymphocytes
GTEX-XUJ4-0004-SM-4BOQE	Blood	Cells - EBV-transformed lymphocytes
GTEX-XUYS-0002-SM-47JXL	Blood	Cells - EBV-transformed lymphocytes
GTEX-XXEK-0004-SM-4BRWO	Blood	Cells - EBV-transformed lymphocytes
GTEX-XYKS-0002-SM-4BRWN	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y114-0002-SM-4TT78	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y3IK-0001-SM-4WWE1	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y5LM-0003-SM-4V6G1	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y5V5-0001-SM-4V6FZ	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y5V6-0003-SM-4V6FX	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y8DK-0004-SM-4RGM7	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y8E4-0003-SM-4V6FY	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y8E5-0002-SM-57WD9	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y8LW-0002-SM-4V6G2	Blood	Cells - EBV-transformed lymphocytes
GTEX-Y9LG-0001-SM-4VBRQ	Blood	Cells - EBV-transformed lymphocytes
GTEX-YB5E-0001-SM-4VDSV	Blood	Cells - EBV-transformed lymphocytes
GTEX-YB5K-0003-SM-4VDSN	Blood	Cells - EBV-transformed lymphocytes
GTEX-YEC3-0002-SM-4W1YI	Blood	Cells - EBV-transformed lymphocytes
GTEX-YEC4-0002-SM-4W1Z6	Blood	Cells - EBV-transformed lymphocytes
GTEX-YFCO-0003-SM-4W21I	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZC5H-0004-SM-4WAXK	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZDTS-0001-SM-4WAXW	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZF3C-0001-SM-4WWAW	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZG7Y-0003-SM-4WWEJ	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZLV1-0001-SM-4WWAO	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZLWG-0004-SM-4WWD5	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZP4G-0003-SM-4WWED	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZPCL-0004-SM-4WWD6	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZPIC-0002-SM-4WWEC	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZPU1-0004-SM-4WWAV	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZQG8-0001-SM-4YCDH	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZQUD-0003-SM-4YCD3	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZT9W-0003-SM-4YCE6	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZT9X-0004-SM-4YCDT	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZTPG-0002-SM-4YCEI	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZTSS-0004-SM-4YCCS	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZTTD-0001-SM-4YCD5	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZTX8-0002-SM-4YCEU	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZUA1-0002-SM-4YCF7	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZV6S-0003-SM-4YCCT	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZV7C-0003-SM-4YCF6	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZVT2-0001-SM-57WCK	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZVTK-0003-SM-51MRV	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZVZP-0004-SM-51MS8	Blood	Cells - EBV-transformed lymphocytes
GTEX-ZXES-0004-SM-57WCW	Blood	Cells - EBV-transformed lymphocytes
GTEX-111VG-0008-SM-5Q5BG	Skin	Cells - Transformed fibroblasts
GTEX-111YS-0008-SM-5Q5BH	Skin	Cells - Transformed fibroblasts
GTEX-1122O-0008-SM-5QGR2	Skin	Cells - Transformed fibroblasts
GTEX-1128S-0008-SM-5Q5DP	Skin	Cells - Transformed fibroblasts
GTEX-113IC-0008-SM-5QGRF	Skin	Cells - Transformed fibroblasts
GTEX-113JC-0008-SM-5QGR6	Skin	Cells - Transformed fibroblasts
GTEX-117XS-0008-SM-5Q5DQ	Skin	Cells - Transformed fibroblasts
GTEX-117YW-0008-SM-5QGRD	Skin	Cells - Transformed fibroblasts
GTEX-1192W-0008-SM-5QGRE	Skin	Cells - Transformed fibroblasts
GTEX-1192X-0008-SM-5Q5B7	Skin	Cells - Transformed fibroblasts
GTEX-11DXW-0008-SM-5Q59V	Skin	Cells - Transformed fibroblasts
GTEX-11DXX-0008-SM-5Q5B8	Skin	Cells - Transformed fibroblasts
GTEX-11DXY-0008-SM-5QGR4	Skin	Cells - Transformed fibroblasts
GTEX-11DYG-0008-SM-5QGR5	Skin	Cells - Transformed fibroblasts
GTEX-11DZ1-0008-SM-5QGR3	Skin	Cells - Transformed fibroblasts
GTEX-11EI6-0008-SM-5QGR7	Skin	Cells - Transformed fibroblasts
GTEX-11EMC-0008-SM-5Q5DR	Skin	Cells - Transformed fibroblasts
GTEX-11EQ8-0008-SM-5Q5DJ	Skin	Cells - Transformed fibroblasts
GTEX-11GS4-0008-SM-5QGRA	Skin	Cells - Transformed fibroblasts
GTEX-11GSP-0008-SM-5Q5DM	Skin	Cells - Transformed fibroblasts
GTEX-11H98-0008-SM-5QGR8	Skin	Cells - Transformed fibroblasts
GTEX-11I78-0008-SM-5Q5DI	Skin	Cells - Transformed fibroblasts
GTEX-11LCK-0008-SM-5Q5BB	Skin	Cells - Transformed fibroblasts
GTEX-11NSD-0008-SM-5Q5BC	Skin	Cells - Transformed fibroblasts
GTEX-11NUK-0008-SM-5Q5B9	Skin	Cells - Transformed fibroblasts
GTEX-11NV4-0008-SM-5Q5BA	Skin	Cells - Transformed fibroblasts
GTEX-11O72-0008-SM-5Q5DN	Skin	Cells - Transformed fibroblasts
GTEX-11OC5-0008-SM-5S2OH	Skin	Cells - Transformed fibroblasts
GTEX-11OF3-0008-SM-5S2NH	Skin	Cells - Transformed fibroblasts
GTEX-11ONC-0008-SM-5S2MG	Skin	Cells - Transformed fibroblasts
GTEX-11P7K-0008-SM-5S2O5	Skin	Cells - Transformed fibroblasts
GTEX-11P81-0008-SM-5S2OT	Skin	Cells - Transformed fibroblasts
GTEX-11P82-0008-SM-5S2MS	Skin	Cells - Transformed fibroblasts
GTEX-11PRG-0008-SM-5S2N5	Skin	Cells - Transformed fibroblasts
GTEX-11TT1-0008-SM-5S2P8	Skin	Cells - Transformed fibroblasts
GTEX-11TTK-0008-SM-5S2RU	Skin	Cells - Transformed fibroblasts
GTEX-11TUW-0008-SM-5SI6S	Skin	Cells - Transformed fibroblasts
GTEX-11UD1-0008-SM-5S2P6	Skin	Cells - Transformed fibroblasts
GTEX-11WQC-0008-SM-5SI6R	Skin	Cells - Transformed fibroblasts
GTEX-11WQK-0008-SM-5SI6T	Skin	Cells - Transformed fibroblasts
GTEX-11XUK-0008-SM-5S2WD	Skin	Cells - Transformed fibroblasts
GTEX-11ZTS-0008-SM-5S2VC	Skin	Cells - Transformed fibroblasts
GTEX-11ZTT-0008-SM-5S2TZ	Skin	Cells - Transformed fibroblasts
GTEX-11ZU8-0008-SM-5S2VO	Skin	Cells - Transformed fibroblasts
GTEX-11ZUS-0008-SM-5S2UO	Skin	Cells - Transformed fibroblasts
GTEX-1211K-0008-SM-5S2W1	Skin	Cells - Transformed fibroblasts
GTEX-12126-0008-SM-5S2UC	Skin	Cells - Transformed fibroblasts
GTEX-12WSH-0008-SM-5S2V1	Skin	Cells - Transformed fibroblasts
GTEX-12WSM-0008-SM-5S2VD	Skin	Cells - Transformed fibroblasts
GTEX-1399U-0008-SM-5S2VE	Skin	Cells - Transformed fibroblasts
GTEX-139T4-0008-SM-5S2WF	Skin	Cells - Transformed fibroblasts
GTEX-N7MS-0008-SM-4E3JI	Skin	Cells - Transformed fibroblasts
GTEX-NFK9-0008-SM-4E3JE	Skin	Cells - Transformed fibroblasts
GTEX-NL3G-0008-SM-4E3JX	Skin	Cells - Transformed fibroblasts
GTEX-NL3H-0008-SM-4E3HU	Skin	Cells - Transformed fibroblasts
GTEX-NL4W-0008-SM-4E3I2	Skin	Cells - Transformed fibroblasts
GTEX-NPJ7-0008-SM-4E3JS	Skin	Cells - Transformed fibroblasts
GTEX-O5YT-0008-SM-4E3IQ	Skin	Cells - Transformed fibroblasts
GTEX-O5YU-0008-SM-4E3I7	Skin	Cells - Transformed fibroblasts
GTEX-O5YV-0008-SM-4E3HP	Skin	Cells - Transformed fibroblasts
GTEX-O5YW-0008-SM-4E3IE	Skin	Cells - Transformed fibroblasts
GTEX-OHPK-0008-SM-4E3JL	Skin	Cells - Transformed fibroblasts
GTEX-OHPL-0008-SM-4E3I9	Skin	Cells - Transformed fibroblasts
GTEX-OHPM-0008-SM-4E3IP	Skin	Cells - Transformed fibroblasts
GTEX-OHPN-0008-SM-4E3HW	Skin	Cells - Transformed fibroblasts
GTEX-OIZG-0008-SM-4E3J2	Skin	Cells - Transformed fibroblasts
GTEX-OIZI-0008-SM-2XCFD	Skin	Cells - Transformed fibroblasts
GTEX-OOBJ-0008-SM-3NB26	Skin	Cells - Transformed fibroblasts
GTEX-OOBK-0008-SM-3NB27	Skin	Cells - Transformed fibroblasts
GTEX-OXRK-0008-SM-3NB28	Skin	Cells - Transformed fibroblasts
GTEX-OXRL-0008-SM-3NB29	Skin	Cells - Transformed fibroblasts
GTEX-P44H-0008-SM-48TDW	Skin	Cells - Transformed fibroblasts
GTEX-P4PP-0008-SM-48TDV	Skin	Cells - Transformed fibroblasts
GTEX-P4PQ-0008-SM-48TDX	Skin	Cells - Transformed fibroblasts
GTEX-P4QR-0008-SM-48TE2	Skin	Cells - Transformed fibroblasts
GTEX-P4QS-0008-SM-48TDY	Skin	Cells - Transformed fibroblasts
GTEX-P4QT-0008-SM-48TDZ	Skin	Cells - Transformed fibroblasts
GTEX-P78B-0008-SM-48TE1	Skin	Cells - Transformed fibroblasts
GTEX-PLZ4-0008-SM-48TE6	Skin	Cells - Transformed fibroblasts
GTEX-PLZ6-0008-SM-48TD5	Skin	Cells - Transformed fibroblasts
GTEX-POYW-0008-SM-48TE4	Skin	Cells - Transformed fibroblasts
GTEX-PSDG-0008-SM-48TE5	Skin	Cells - Transformed fibroblasts
GTEX-PVOW-0008-SM-48TE8	Skin	Cells - Transformed fibroblasts
GTEX-PW2O-0008-SM-48TEB	Skin	Cells - Transformed fibroblasts
GTEX-PWCY-0008-SM-48TE9	Skin	Cells - Transformed fibroblasts
GTEX-PWN1-0008-SM-48TEA	Skin	Cells - Transformed fibroblasts
GTEX-PWOO-0008-SM-48TDU	Skin	Cells - Transformed fibroblasts
GTEX-PX3G-0008-SM-48U2L	Skin	Cells - Transformed fibroblasts
GTEX-Q2AG-0008-SM-48U2K	Skin	Cells - Transformed fibroblasts
GTEX-Q2AH-0008-SM-48U2J	Skin	Cells - Transformed fibroblasts
GTEX-Q734-0008-SM-48U2I	Skin	Cells - Transformed fibroblasts
GTEX-QCQG-0008-SM-48U2G	Skin	Cells - Transformed fibroblasts
GTEX-QDT8-0008-SM-48U2F	Skin	Cells - Transformed fibroblasts
GTEX-QDVJ-0008-SM-48U2E	Skin	Cells - Transformed fibroblasts
GTEX-QDVN-0008-SM-48U2D	Skin	Cells - Transformed fibroblasts
GTEX-QEG5-0008-SM-4R1KL	Skin	Cells - Transformed fibroblasts
GTEX-QEL4-0008-SM-447AZ	Skin	Cells - Transformed fibroblasts
GTEX-QESD-0008-SM-447B2	Skin	Cells - Transformed fibroblasts
GTEX-QLQ7-0008-SM-447AW	Skin	Cells - Transformed fibroblasts
GTEX-QMR6-0008-SM-447AV	Skin	Cells - Transformed fibroblasts
GTEX-QMRM-0008-SM-447B1	Skin	Cells - Transformed fibroblasts
GTEX-QV31-0008-SM-447AT	Skin	Cells - Transformed fibroblasts
GTEX-QV44-0008-SM-447AX	Skin	Cells - Transformed fibroblasts
GTEX-QVJO-0008-SM-447AU	Skin	Cells - Transformed fibroblasts
GTEX-QVUS-0008-SM-447AY	Skin	Cells - Transformed fibroblasts
GTEX-QXCU-0008-SM-48FCH	Skin	Cells - Transformed fibroblasts
GTEX-R3RS-0008-SM-48FF1	Skin	Cells - Transformed fibroblasts
GTEX-R45C-0008-SM-48FF2	Skin	Cells - Transformed fibroblasts
GTEX-R53T-0008-SM-48FEW	Skin	Cells - Transformed fibroblasts
GTEX-R55C-0008-SM-48FCF	Skin	Cells - Transformed fibroblasts
GTEX-R55D-0008-SM-48FEV	Skin	Cells - Transformed fibroblasts
GTEX-R55E-0008-SM-48FCG	Skin	Cells - Transformed fibroblasts
GTEX-R55G-0008-SM-48FEX	Skin	Cells - Transformed fibroblasts
GTEX-RM2N-0008-SM-48FF3	Skin	Cells - Transformed fibroblasts
GTEX-RN64-0008-SM-48FEZ	Skin	Cells - Transformed fibroblasts
GTEX-RNOR-0008-SM-48FEY	Skin	Cells - Transformed fibroblasts
GTEX-RTLS-0008-SM-48FET	Skin	Cells - Transformed fibroblasts
GTEX-RU1J-0008-SM-46MV9	Skin	Cells - Transformed fibroblasts
GTEX-RU72-0008-SM-46MV8	Skin	Cells - Transformed fibroblasts
GTEX-RVPU-0008-SM-3NM8B	Skin	Cells - Transformed fibroblasts
GTEX-RVPV-0008-SM-47JYW	Skin	Cells - Transformed fibroblasts
GTEX-RWS6-0008-SM-47JYV	Skin	Cells - Transformed fibroblasts
GTEX-RWSA-0008-SM-47JYX	Skin	Cells - Transformed fibroblasts
GTEX-S33H-0008-SM-4AD6C	Skin	Cells - Transformed fibroblasts
GTEX-S341-0008-SM-4AD6D	Skin	Cells - Transformed fibroblasts
GTEX-S3XE-0008-SM-3NM8O	Skin	Cells - Transformed fibroblasts
GTEX-S4P3-0008-SM-3NM8R	Skin	Cells - Transformed fibroblasts
GTEX-S4Q7-0008-SM-3NM8A	Skin	Cells - Transformed fibroblasts
GTEX-S4UY-0008-SM-3NM8H	Skin	Cells - Transformed fibroblasts
GTEX-S4Z8-0008-SM-33HAZ	Skin	Cells - Transformed fibroblasts
GTEX-S7PM-0008-SM-3NM9Q	Skin	Cells - Transformed fibroblasts
GTEX-S7SE-0008-SM-33HB1	Skin	Cells - Transformed fibroblasts
GTEX-S7SF-0008-SM-3NM8T	Skin	Cells - Transformed fibroblasts
GTEX-S95S-0008-SM-4AT5M	Skin	Cells - Transformed fibroblasts
GTEX-SE5C-0008-SM-4B64J	Skin	Cells - Transformed fibroblasts
GTEX-SIU8-0008-SM-4BRUC	Skin	Cells - Transformed fibroblasts
GTEX-SJXC-0008-SM-4DM7G	Skin	Cells - Transformed fibroblasts
GTEX-SN8G-0008-SM-4DM4X	Skin	Cells - Transformed fibroblasts
GTEX-SNMC-0008-SM-4DM5A	Skin	Cells - Transformed fibroblasts
GTEX-SNOS-0008-SM-4DM6I	Skin	Cells - Transformed fibroblasts
GTEX-SSA3-0008-SM-47JWJ	Skin	Cells - Transformed fibroblasts
GTEX-SUCS-0008-SM-4DM53	Skin	Cells - Transformed fibroblasts
GTEX-T2IS-0008-SM-4DM75	Skin	Cells - Transformed fibroblasts
GTEX-T2YK-0008-SM-4DM6M	Skin	Cells - Transformed fibroblasts
GTEX-T5JC-0008-SM-4DM6A	Skin	Cells - Transformed fibroblasts
GTEX-T5JW-0008-SM-4DM5X	Skin	Cells - Transformed fibroblasts
GTEX-T6MN-0008-SM-4DM7H	Skin	Cells - Transformed fibroblasts
GTEX-T6MO-0008-SM-4DM6T	Skin	Cells - Transformed fibroblasts
GTEX-TKQ1-0008-SM-4DXSO	Skin	Cells - Transformed fibroblasts
GTEX-TKQ2-0008-SM-4DM5L	Skin	Cells - Transformed fibroblasts
GTEX-TML8-0008-SM-4DXUI	Skin	Cells - Transformed fibroblasts
GTEX-TMMY-0008-SM-4DXU3	Skin	Cells - Transformed fibroblasts
GTEX-TMZS-0008-SM-47JWM	Skin	Cells - Transformed fibroblasts
GTEX-TSE9-0008-SM-4DXT8	Skin	Cells - Transformed fibroblasts
GTEX-U3ZG-0008-SM-47JWL	Skin	Cells - Transformed fibroblasts
GTEX-U3ZH-0008-SM-4DXT2	Skin	Cells - Transformed fibroblasts
GTEX-U3ZM-0008-SM-4DXTQ	Skin	Cells - Transformed fibroblasts
GTEX-U3ZN-0008-SM-4DXTL	Skin	Cells - Transformed fibroblasts
GTEX-U412-0008-SM-4DXTE	Skin	Cells - Transformed fibroblasts
GTEX-U4B1-0008-SM-4DXUW	Skin	Cells - Transformed fibroblasts
GTEX-U8T8-0008-SM-4DXSP	Skin	Cells - Transformed fibroblasts
GTEX-U8XE-0008-SM-4E3K4	Skin	Cells - Transformed fibroblasts
GTEX-UJHI-0008-SM-4IHL1	Skin	Cells - Transformed fibroblasts
GTEX-UJMC-0008-SM-4IHKK	Skin	Cells - Transformed fibroblasts
GTEX-UPK5-0008-SM-4IHJD	Skin	Cells - Transformed fibroblasts
GTEX-UTHO-0008-SM-4JBID	Skin	Cells - Transformed fibroblasts
GTEX-V1D1-0008-SM-4JBIJ	Skin	Cells - Transformed fibroblasts
GTEX-VUSG-0008-SM-4KL24	Skin	Cells - Transformed fibroblasts
GTEX-VUSH-0008-SM-47JWK	Skin	Cells - Transformed fibroblasts
GTEX-W5WG-0008-SM-4KL25	Skin	Cells - Transformed fibroblasts
GTEX-W5X1-0008-SM-4LMKA	Skin	Cells - Transformed fibroblasts
GTEX-WCDI-0008-SM-47JYE	Skin	Cells - Transformed fibroblasts
GTEX-WEY5-0008-SM-4LMKC	Skin	Cells - Transformed fibroblasts
GTEX-WFG7-0008-SM-4LMKB	Skin	Cells - Transformed fibroblasts
GTEX-WFG8-0008-SM-4LVN6	Skin	Cells - Transformed fibroblasts
GTEX-WFJO-0008-SM-4LVN7	Skin	Cells - Transformed fibroblasts
GTEX-WH7G-0008-SM-4LVNM	Skin	Cells - Transformed fibroblasts
GTEX-WHWD-0008-SM-4OOSU	Skin	Cells - Transformed fibroblasts
GTEX-WI4N-0008-SM-4OOSV	Skin	Cells - Transformed fibroblasts
GTEX-WK11-0008-SM-4OOSX	Skin	Cells - Transformed fibroblasts
GTEX-WL46-0008-SM-4OOSW	Skin	Cells - Transformed fibroblasts
GTEX-WOFL-0008-SM-4OOSZ	Skin	Cells - Transformed fibroblasts
GTEX-WOFM-0008-SM-4OOSY	Skin	Cells - Transformed fibroblasts
GTEX-WQUQ-0008-SM-4OOT1	Skin	Cells - Transformed fibroblasts
GTEX-WRHK-0008-SM-4MVPA	Skin	Cells - Transformed fibroblasts
GTEX-WRHU-0008-SM-4MVPB	Skin	Cells - Transformed fibroblasts
GTEX-WVJS-0008-SM-4MVPC	Skin	Cells - Transformed fibroblasts
GTEX-WVLH-0008-SM-4MVPD	Skin	Cells - Transformed fibroblasts
GTEX-WWTW-0008-SM-4MVPE	Skin	Cells - Transformed fibroblasts
GTEX-WWYW-0008-SM-4MVPF	Skin	Cells - Transformed fibroblasts
GTEX-WZTO-0008-SM-4PQZZ	Skin	Cells - Transformed fibroblasts
GTEX-X15G-0008-SM-4PR2D	Skin	Cells - Transformed fibroblasts
GTEX-X261-0008-SM-4PR11	Skin	Cells - Transformed fibroblasts
GTEX-X3Y1-0008-SM-4PR12	Skin	Cells - Transformed fibroblasts
GTEX-X4EO-0008-SM-4QASS	Skin	Cells - Transformed fibroblasts
GTEX-X4EP-0008-SM-4PQYO	Skin	Cells - Transformed fibroblasts
GTEX-X4LF-0008-SM-4QAST	Skin	Cells - Transformed fibroblasts
GTEX-X4XX-0008-SM-46MVK	Skin	Cells - Transformed fibroblasts
GTEX-X4XY-0008-SM-46MVL	Skin	Cells - Transformed fibroblasts
GTEX-X585-0008-SM-46MU4	Skin	Cells - Transformed fibroblasts
GTEX-X5EB-0008-SM-46MU3	Skin	Cells - Transformed fibroblasts
