SAMPID	SMTSD
GTEX-YFC4-0011-R5a-SM-4RGLR	Brain - Caudate (basal ganglia)
GTEX-YFC4-0011-R6b-SM-4V6E1	Brain - Nucleus accumbens (basal ganglia)
GTEX-YFC4-0011-R7b-SM-4V6E2	Brain - Putamen (basal ganglia)
GTEX-YFC4-0011-R8a-SM-4SOK3	Brain - Hypothalamus
GTEX-YFC4-0011-R9a-SM-4SOK4	Brain - Spinal cord (cervical c-1)
GTEX-YFC4-0126-101855-SM-5CVLZ	Skin - Sun Exposed (Lower leg)
GTEX-YFC4-0126-SM-5CVLY	Skin - Sun Exposed (Lower leg)
GTEX-YFC4-0226-SM-57WD2	Adipose - Subcutaneous
GTEX-YFC4-0326-SM-4TT3U	Artery - Aorta
GTEX-YFC4-0426-SM-4TT3J	Heart - Atrial Appendage
GTEX-YFC4-0826-SM-5CVM1	Nerve - Tibial
GTEX-YFC4-0926-SM-5S2U7	Artery - Tibial
GTEX-YFC4-1026-SM-5RQJM	Muscle - Skeletal
GTEX-YFC4-1126-SM-5RQJN	Lung
GTEX-YFC4-1226-SM-5LU9R	Esophagus - Mucosa
GTEX-YFC4-1426-SM-5IFJG	Breast - Mammary Tissue
GTEX-YFC4-1526-SM-5IFJS	Liver
GTEX-YFC4-2626-SM-5P9FQ	Thyroid
GTEX-YFC4-2726-SM-5IFJW	Ovary
GTEX-YFC4-2826-SM-5P9FR	Uterus
GTEX-YFC4-2926-SM-5IFJ8	Vagina
GTEX-YFC4-3026-SM-5IFJK	Brain - Cerebellum
GTEX-YFC4-3126-SM-5PNV6	Brain - Cortex
GTEX-YFC4-3226-SM-5CVM2	Pituitary
GTEX-YFCO-0001-SM-4YUWM	Whole Blood
GTEX-YFCO-0001-SM-53IV9	Whole Blood
GTEX-YFCO-0003-SM-4W21I	Cells - EBV-transformed lymphocytes
GTEX-YFCO-0005-SM-4W1ZI	Whole Blood
GTEX-YFCO-0008-SM-4W1Z4	Cells - Transformed fibroblasts
GTEX-YFCO-0126-SM-4W1YT	Adrenal Gland
GTEX-YFCO-0326-SM-4W1ZP	Thyroid
GTEX-YFCO-0426-SM-4W1Z7	Lung
GTEX-YFCO-0526-SM-4W1ZJ	Esophagus - Muscularis
GTEX-YFCO-0826-SM-5LUAG	Stomach
GTEX-YFCO-0926-SM-5LUA5	Spleen
GTEX-YFCO-1026-SM-5LU9S	Pancreas
GTEX-YFCO-1126-SM-5S2N9	Adipose - Visceral (Omentum)
GTEX-YFCO-1226-SM-5LUAT	Skin - Not Sun Exposed (Suprapubic)
GTEX-YFCO-1626-SM-4W1Z3	Prostate
GTEX-YFCO-1726-SM-4W21S	Testis
GTEX-YFCO-1826-SM-4W1YH	Breast - Mammary Tissue
GTEX-YFCO-1926-SM-4W212	Muscle - Skeletal
GTEX-YFCO-2026-SM-4W21Q	Adipose - Subcutaneous
GTEX-YJ89-0002-SM-4YUVL	Whole Blood
GTEX-YJ89-0002-SM-53IUO	Whole Blood
GTEX-YJ89-0008-SM-4RGM4	Cells - Transformed fibroblasts
GTEX-YJ89-0011-R10a-SM-4SOK9	Brain - Frontal Cortex (BA9)
GTEX-YJ89-0011-R11a-SM-4SOKA	Brain - Cerebellar Hemisphere
GTEX-YJ89-0011-R1a-SM-4RGLS	Brain - Hippocampus
GTEX-YJ89-0011-R2b-SM-4RGLT	Brain - Substantia nigra
GTEX-YJ89-0011-R3b-SM-4V6EF	Brain - Anterior cingulate cortex (BA24)
GTEX-YJ89-0011-R5a-SM-4V6GM	Brain - Caudate (basal ganglia)
GTEX-YJ89-0011-R6a-SM-4V6GN	Brain - Nucleus accumbens (basal ganglia)
GTEX-YJ89-0011-R7a-SM-4V6GO	Brain - Putamen (basal ganglia)
GTEX-YJ89-0011-R8b-SM-4SOK8	Brain - Hypothalamus
GTEX-YJ89-0011-R9a-SM-4SOK7	Brain - Spinal cord (cervical c-1)
GTEX-YJ89-0126-SM-4TT3X	Skin - Sun Exposed (Lower leg)
GTEX-YJ89-0226-SM-4TT3Y	Adipose - Subcutaneous
GTEX-YJ89-0626-SM-4TT3Z	Testis
GTEX-YJ89-0726-SM-5P9F7	Thyroid
GTEX-YJ89-1526-SM-5P9IR	Esophagus - Mucosa
GTEX-YJ89-1926-SM-5IFJ6	Adipose - Visceral (Omentum)
GTEX-YJ89-2926-SM-5P9IT	Brain - Cerebellum
GTEX-YJ89-3026-SM-5IFJI	Brain - Cortex
GTEX-YJ8A-0002-SM-4YUUZ	Whole Blood
GTEX-YJ8A-0002-SM-53UB6	Whole Blood
GTEX-YJ8A-0426-SM-5IFID	Skin - Sun Exposed (Lower leg)
GTEX-YJ8A-0526-SM-5IFHT	Adipose - Subcutaneous
GTEX-YJ8A-0726-SM-5Q5A6	Nerve - Tibial
GTEX-YJ8A-0826-SM-5Q5A7	Artery - Tibial
GTEX-YJ8A-1126-SM-5IFJU	Prostate
GTEX-YJ8A-1226-SM-5IFHH	Esophagus - Muscularis
GTEX-YJ8A-1426-SM-5PNV7	Esophagus - Gastroesophageal Junction
GTEX-YJ8A-1526-SM-5P9FT	Stomach
GTEX-YJ8A-1726-SM-5P9IQ	Colon - Sigmoid
GTEX-YJ8O-0126-SM-5QGRG	Artery - Coronary
GTEX-YJ8O-0226-SM-5S2NL	Artery - Aorta
GTEX-YJ8O-0326-SM-5RQJW	Esophagus - Gastroesophageal Junction
GTEX-YJ8O-0826-SM-5CVM3	Heart - Atrial Appendage
GTEX-YJ8O-1026-SM-5CVM5	Ovary
GTEX-YJ8O-1126-SM-5P9IS	Uterus
GTEX-YJ8O-1226-SM-5P9JE	Vagina
GTEX-YJ8O-1426-SM-5PNV9	Colon - Sigmoid
GTEX-YJ8O-1826-SM-5HL82	Lung
GTEX-YJ8O-2226-SM-5IFHW	Breast - Mammary Tissue
GTEX-YJ8O-2426-SM-5HL7S	Adipose - Subcutaneous
GTEX-YJ8O-2526-SM-5HL85	Skin - Not Sun Exposed (Suprapubic)
GTEX-YJ8O-2626-SM-5HL8H	Nerve - Tibial
GTEX-YJ8O-2726-SM-5IFJ7	Artery - Tibial
GTEX-YJ8O-2826-SM-5CVM4	Muscle - Skeletal
GTEX-Z93S-0002-SM-4YUVX	Whole Blood
GTEX-Z93S-0002-SM-53IUJ	Whole Blood
GTEX-Z93S-0005-SM-4RGLW	Whole Blood
GTEX-Z93S-0008-SM-4RGM5	Cells - Transformed fibroblasts
GTEX-Z93S-0011-R10a-SM-4RGNM	Brain - Frontal Cortex (BA9)
GTEX-Z93S-0011-R11a-SM-4RGNN	Brain - Cerebellar Hemisphere
GTEX-Z93S-0011-R2a-SM-4RGNG	Brain - Substantia nigra
GTEX-Z93S-0011-R3b-SM-4RGNH	Brain - Anterior cingulate cortex (BA24)
GTEX-Z93S-0011-R5b-SM-4RGNI	Brain - Caudate (basal ganglia)
GTEX-Z93S-0011-R6b-SM-4RGNJ	Brain - Nucleus accumbens (basal ganglia)
GTEX-Z93S-0011-R7b-SM-4RGNK	Brain - Putamen (basal ganglia)
GTEX-Z93S-0011-R8a-SM-4RGNL	Brain - Hypothalamus
GTEX-Z93S-0126-SM-5HL7M	Skin - Sun Exposed (Lower leg)
GTEX-Z93S-0226-SM-5HL7R	Adipose - Subcutaneous
GTEX-Z93S-0326-SM-5HL84	Heart - Atrial Appendage
GTEX-Z93S-0826-SM-5HL7Y	Nerve - Tibial
GTEX-Z93S-0926-SM-5HL8B	Artery - Tibial
GTEX-Z93S-1326-SM-5CVMR	Muscle - Skeletal
GTEX-Z93S-1626-SM-5CVMB	Skin - Not Sun Exposed (Suprapubic)
GTEX-Z93S-1726-SM-5HL8G	Testis
GTEX-Z93S-2426-SM-5HL8N	Colon - Transverse
GTEX-Z93S-2626-SM-57WBX	Colon - Sigmoid
GTEX-Z93S-2826-SM-57WBL	Brain - Cerebellum
GTEX-Z93S-2926-SM-57WB9	Brain - Cortex
GTEX-Z93S-3026-SM-5CVMS	Pituitary
GTEX-Z93T-0002-SM-58Q8Z	Whole Blood
GTEX-Z93T-0002-SM-5DWTP	Whole Blood
GTEX-Z93T-0126-SM-5HL5N	Skin - Sun Exposed (Lower leg)
GTEX-Z93T-0226-SM-5HL5Z	Adipose - Subcutaneous
GTEX-Z93T-0426-SM-5HL6G	Artery - Tibial
GTEX-Z9EW-0002-SM-4YUV9	Whole Blood
GTEX-Z9EW-0002-SM-53UAK	Whole Blood
GTEX-Z9EW-0126-SM-5CVM6	Artery - Aorta
GTEX-Z9EW-0226-SM-5CVM7	Thyroid
GTEX-Z9EW-0326-SM-5CVM8	Esophagus - Gastroesophageal Junction
GTEX-Z9EW-0426-SM-5CVM9	Liver
GTEX-Z9EW-0526-SM-5HL8S	Esophagus - Mucosa
GTEX-Z9EW-0626-SM-5HL95	Esophagus - Muscularis
GTEX-Z9EW-0726-SM-5HL9H	Spleen
GTEX-Z9EW-0826-SM-5HL9T	Adipose - Visceral (Omentum)
GTEX-Z9EW-0926-SM-5CVMM	Small Intestine - Terminal Ileum
GTEX-Z9EW-1626-SM-5CVMN	Skin - Sun Exposed (Lower leg)
GTEX-Z9EW-1726-SM-5CVMO	Muscle - Skeletal
GTEX-Z9EW-1826-SM-5CVMA	Adipose - Subcutaneous
GTEX-Z9EW-1926-SM-5CVMP	Artery - Tibial
GTEX-Z9EW-2026-SM-5CVMQ	Nerve - Tibial
GTEX-ZA64-0003-SM-4YUXC	Whole Blood
GTEX-ZA64-0003-SM-53UAS	Whole Blood
GTEX-ZA64-0126-SM-5HL8Z	Artery - Aorta
GTEX-ZA64-0226-SM-5HL9C	Adrenal Gland
GTEX-ZA64-0326-SM-5HL8T	Lung
GTEX-ZA64-0426-SM-5HL96	Thyroid
GTEX-ZA64-0526-SM-5HL9I	Esophagus - Muscularis
GTEX-ZA64-0626-SM-5HL9O	Esophagus - Mucosa
GTEX-ZA64-0826-SM-5HL9U	Stomach
GTEX-ZA64-0926-SM-5HL7H	Adipose - Visceral (Omentum)
GTEX-ZA64-1026-SM-5HL8R	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZA64-1226-SM-5HL7B	Small Intestine - Terminal Ileum
GTEX-ZA64-1426-SM-5CVMC	Colon - Sigmoid
GTEX-ZA64-1526-SM-5CVMD	Breast - Mammary Tissue
GTEX-ZA64-1626-SM-5CVME	Testis
GTEX-ZA64-1726-SM-5CVMF	Minor Salivary Gland
GTEX-ZA64-2026-SM-5PNXT	Muscle - Skeletal
GTEX-ZA64-2126-SM-5Q5A8	Nerve - Tibial
GTEX-ZA64-2226-SM-5Q5A9	Artery - Tibial
GTEX-ZAB4-0001-SM-4YUVZ	Whole Blood
GTEX-ZAB4-0001-SM-53IUX	Whole Blood
GTEX-ZAB4-0005-SM-4RGM8	Whole Blood
GTEX-ZAB4-0008-SM-4RGM6	Cells - Transformed fibroblasts
GTEX-ZAB4-0011-R10a-SM-4SOKH	Brain - Frontal Cortex (BA9)
GTEX-ZAB4-0011-R11a-SM-4SOKI	Brain - Cerebellar Hemisphere
GTEX-ZAB4-0011-R1a-SM-4RGNO	Brain - Hippocampus
GTEX-ZAB4-0011-R2a-SM-4RGNP	Brain - Substantia nigra
GTEX-ZAB4-0011-R3a-SM-4RGNQ	Brain - Anterior cingulate cortex (BA24)
GTEX-ZAB4-0011-R4a-SM-4SOKB	Brain - Amygdala
GTEX-ZAB4-0011-R5a-SM-4SOKC	Brain - Caudate (basal ganglia)
GTEX-ZAB4-0011-R6a-SM-4SOKD	Brain - Nucleus accumbens (basal ganglia)
GTEX-ZAB4-0011-R7a-SM-4SOKE	Brain - Putamen (basal ganglia)
GTEX-ZAB4-0011-R8b-SM-4SOKF	Brain - Hypothalamus
GTEX-ZAB4-0011-R9a-SM-4SOKG	Brain - Spinal cord (cervical c-1)
GTEX-ZAB4-0126-SM-5CVMG	Testis
GTEX-ZAB4-0226-SM-5N9F5	Skin - Sun Exposed (Lower leg)
GTEX-ZAB4-0426-SM-5HL7N	Muscle - Skeletal
GTEX-ZAB4-0526-SM-5HL7Z	Artery - Aorta
GTEX-ZAB4-0626-SM-5CVN3	Lung
GTEX-ZAB4-0726-SM-5HL8I	Artery - Coronary
GTEX-ZAB4-0826-SM-5LU9D	Liver
GTEX-ZAB4-0926-SM-5CVN4	Heart - Atrial Appendage
GTEX-ZAB4-1026-SM-5HL7T	Heart - Left Ventricle
GTEX-ZAB4-1126-SM-5HL86	Esophagus - Mucosa
GTEX-ZAB4-1226-SM-5CVN5	Esophagus - Muscularis
GTEX-ZAB4-1426-SM-5CVN6	Adipose - Visceral (Omentum)
GTEX-ZAB4-1526-SM-5CVN7	Stomach
GTEX-ZAB4-1726-SM-5HL8C	Pancreas
GTEX-ZAB4-1826-SM-5HL8O	Nerve - Tibial
GTEX-ZAB4-1926-SM-57WD8	Artery - Tibial
GTEX-ZAB4-2126-SM-5HL8U	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZAB4-2226-SM-5HL97	Colon - Transverse
GTEX-ZAB4-2426-SM-5HL8A	Colon - Sigmoid
GTEX-ZAB4-2526-SM-5HL8M	Breast - Mammary Tissue
GTEX-ZAB4-2926-SM-57WCV	Brain - Cerebellum
GTEX-ZAB4-3126-SM-57WCJ	Pituitary
GTEX-ZAB5-0004-SM-4YUWZ	Whole Blood
GTEX-ZAB5-0004-SM-53UBI	Whole Blood
GTEX-ZAB5-0126-SM-5CVMT	Heart - Atrial Appendage
GTEX-ZAB5-0226-SM-5CVMH	Heart - Left Ventricle
GTEX-ZAB5-0426-SM-5CVMI	Liver
GTEX-ZAB5-0526-SM-5CVMU	Spleen
GTEX-ZAB5-0626-SM-5PNVB	Lung
GTEX-ZAB5-0726-SM-5P9JG	Thyroid
GTEX-ZAB5-0826-SM-5P9FU	Pancreas
GTEX-ZAB5-0926-SM-5CVMV	Esophagus - Mucosa
GTEX-ZAB5-1026-SM-5HL91	Esophagus - Muscularis
GTEX-ZAB5-1126-SM-5Q5AD	Adipose - Visceral (Omentum)
GTEX-ZAB5-1226-SM-5P9FY	Esophagus - Gastroesophageal Junction
GTEX-ZAB5-1426-SM-5HL9D	Colon - Sigmoid
GTEX-ZAB5-1526-SM-5HL9P	Small Intestine - Terminal Ileum
GTEX-ZAB5-1826-SM-5HL7C	Skin - Sun Exposed (Lower leg)
GTEX-ZAB5-1926-SM-5HL7O	Nerve - Tibial
GTEX-ZAB5-2026-SM-5L3EQ	Artery - Tibial
GTEX-ZAB5-2126-SM-5K7UN	Muscle - Skeletal
GTEX-ZAB5-2326-SM-5IJFR	Minor Salivary Gland
GTEX-ZAB5-2426-SM-5CVMW	Testis
GTEX-ZAB5-2626-SM-5KM3Y	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZAB5-2726-SM-5J2NH	Artery - Coronary
GTEX-ZAJG-0001-SM-4YUUW	Whole Blood
GTEX-ZAJG-0001-SM-53IUC	Whole Blood
GTEX-ZAJG-0126-SM-5HL94	Skin - Sun Exposed (Lower leg)
GTEX-ZAJG-0226-SM-5HL81	Adipose - Subcutaneous
GTEX-ZAJG-0526-SM-5S2MT	Muscle - Skeletal
GTEX-ZAJG-0626-SM-5HL8X	Breast - Mammary Tissue
GTEX-ZAJG-0726-SM-5HL9A	Thyroid
GTEX-ZAJG-0826-SM-5PNVA	Heart - Left Ventricle
GTEX-ZAJG-0926-SM-5Q5AB	Heart - Atrial Appendage
GTEX-ZAJG-1226-SM-5S2MH	Artery - Aorta
GTEX-ZAJG-1526-SM-5CVML	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZAJG-1626-SM-5HL7I	Adipose - Visceral (Omentum)
GTEX-ZAJG-2626-SM-5S2NU	Colon - Sigmoid
GTEX-ZAJG-2726-SM-5S2MU	Ovary
GTEX-ZAJG-2826-SM-5HL8D	Uterus
GTEX-ZAJG-2926-SM-5HL8P	Vagina
GTEX-ZAJG-3026-SM-5HL92	Brain - Cerebellum
GTEX-ZAJG-3126-SM-5HL9J	Brain - Cortex
GTEX-ZAJG-3226-SM-5HL9V	Pituitary
GTEX-ZAK1-0126-SM-5IJD3	Skin - Sun Exposed (Lower leg)
GTEX-ZAK1-0226-SM-5CVMX	Adipose - Subcutaneous
GTEX-ZAK1-0426-SM-5J1MS	Artery - Tibial
GTEX-ZAK1-0526-SM-5K7X4	Muscle - Skeletal
GTEX-ZAK1-0626-SM-5HL8E	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZAK1-0726-SM-5HL8Q	Thyroid
GTEX-ZAK1-1126-SM-5PNXU	Heart - Atrial Appendage
GTEX-ZAK1-1226-SM-5Q5AA	Artery - Aorta
GTEX-ZAK1-1526-SM-5S2OV	Esophagus - Mucosa
GTEX-ZAK1-1826-SM-5HL93	Esophagus - Gastroesophageal Junction
GTEX-ZAK1-2326-SM-5CVMY	Pancreas
GTEX-ZAK1-2526-SM-5S2N7	Uterus
GTEX-ZAK1-2926-SM-5HL9S	Brain - Cerebellum
GTEX-ZAK1-3026-SM-5S2MJ	Brain - Cortex
GTEX-ZAK1-3126-SM-5S2O8	Pituitary
GTEX-ZAKK-0326-SM-5EGHA	Muscle - Skeletal
GTEX-ZAKK-0426-SM-5EGHB	Artery - Tibial
GTEX-ZAKK-0526-SM-5EGHC	Nerve - Tibial
GTEX-ZC5H-0003-SM-4YUW1	Whole Blood
GTEX-ZC5H-0003-SM-53UAR	Whole Blood
GTEX-ZC5H-0004-SM-4WAXK	Cells - EBV-transformed lymphocytes
GTEX-ZC5H-0005-SM-4WAXM	Whole Blood
GTEX-ZC5H-0008-SM-4WAX8	Cells - Transformed fibroblasts
GTEX-ZC5H-0126-SM-4WAYL	Adipose - Subcutaneous
GTEX-ZC5H-0226-SM-4WAY9	Skin - Sun Exposed (Lower leg)
GTEX-ZC5H-0326-SM-5HL9F	Muscle - Skeletal
GTEX-ZC5H-0426-SM-5HL9R	Artery - Tibial
GTEX-ZC5H-0526-SM-5HL9E	Nerve - Tibial
GTEX-ZC5H-0626-SM-5LU9K	Thyroid
GTEX-ZC5H-0826-SM-5N9FH	Pancreas
GTEX-ZC5H-0926-SM-5CVMZ	Lung
GTEX-ZC5H-1026-SM-5CVN1	Artery - Aorta
GTEX-ZC5H-1326-SM-5HL7E	Esophagus - Mucosa
GTEX-ZC5H-1526-SM-5HL9Y	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZC5H-1626-SM-5HL7L	Adipose - Visceral (Omentum)
GTEX-ZC5H-1726-SM-5HL7X	Kidney - Cortex
GTEX-ZC5H-2026-SM-5CVN2	Ovary
GTEX-ZC5H-2226-SM-4WAWS	Vagina
GTEX-ZC5H-2326-SM-4WAYT	Small Intestine - Terminal Ileum
GTEX-ZC5H-2426-SM-4WAZ6	Colon - Sigmoid
GTEX-ZC5H-2626-SM-5J2MG	Breast - Mammary Tissue
GTEX-ZC5H-2726-SM-5KLZW	Minor Salivary Gland
GTEX-ZDTS-0001-SM-4WAXW	Cells - EBV-transformed lymphocytes
GTEX-ZDTS-0002-SM-4YUVC	Whole Blood
GTEX-ZDTS-0002-SM-53UAQ	Whole Blood
GTEX-ZDTS-0006-SM-4WAYZ	Whole Blood
GTEX-ZDTS-0008-SM-4E3I8	Cells - Transformed fibroblasts
GTEX-ZDTS-0126-SM-4WAY5	Skin - Sun Exposed (Lower leg)
GTEX-ZDTS-0226-SM-5HL7Q	Adipose - Subcutaneous
GTEX-ZDTS-0326-SM-5HL83	Nerve - Tibial
GTEX-ZDTS-0426-SM-4WAYH	Artery - Tibial
GTEX-ZDTS-0526-SM-4WKH9	Muscle - Skeletal
GTEX-ZDTS-0826-SM-4WKHL	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZDTS-0926-SM-4WAXG	Thyroid
GTEX-ZDTS-1026-SM-4WAXS	Lung
GTEX-ZDTS-1226-SM-4WKGL	Heart - Atrial Appendage
GTEX-ZDTS-1326-SM-4WKGX	Heart - Left Ventricle
GTEX-ZDTS-1426-SM-5K7WC	Artery - Aorta
GTEX-ZDTS-1826-SM-5S2N6	Adipose - Visceral (Omentum)
GTEX-ZDTS-2726-SM-5L3E2	Colon - Sigmoid
GTEX-ZDTT-0002-SM-4YUVO	Whole Blood
GTEX-ZDTT-0002-SM-53UAP	Whole Blood
GTEX-ZDTT-0004-SM-4WKG3	Cells - EBV-transformed lymphocytes
GTEX-ZDTT-0006-SM-4WKFP	Whole Blood
GTEX-ZDTT-0008-SM-4E3K5	Cells - Transformed fibroblasts
GTEX-ZDTT-0126-SM-4WKHA	Adrenal Gland
GTEX-ZDTT-0226-SM-4WKHM	Artery - Aorta
GTEX-ZDTT-0326-SM-4WKF9	Heart - Atrial Appendage
GTEX-ZDTT-0426-SM-4WKFL	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZDTT-0526-SM-5HL4M	Adipose - Visceral (Omentum)
GTEX-ZDTT-0726-SM-4WKFK	Heart - Left Ventricle
GTEX-ZDTT-0926-SM-5J2MS	Lung
GTEX-ZDTT-1026-SM-5KM19	Spleen
GTEX-ZDTT-1126-SM-4WKFW	Pancreas
GTEX-ZDTT-1226-SM-4WKG9	Esophagus - Muscularis
GTEX-ZDTT-1326-SM-4WKFH	Esophagus - Mucosa
GTEX-ZDTT-2026-SM-5K7TY	Testis
GTEX-ZDTT-2126-SM-5S2O7	Breast - Mammary Tissue
GTEX-ZDTT-2126-SM-5S2OJ	Breast - Mammary Tissue
GTEX-ZDTT-2426-SM-4WKFX	Artery - Tibial
GTEX-ZDTT-2626-SM-5S2OP	Adipose - Subcutaneous
GTEX-ZDTT-2726-SM-4WKF8	Skin - Sun Exposed (Lower leg)
GTEX-ZDXO-0001-SM-4YUWF	Whole Blood
GTEX-ZDXO-0001-SM-53UBX	Whole Blood
GTEX-ZDXO-0006-SM-4WKGF	Whole Blood
GTEX-ZDXO-0008-SM-4E3HR	Cells - Transformed fibroblasts
GTEX-ZDXO-0011-R10a-SM-4WWD8	Brain - Frontal Cortex (BA9)
GTEX-ZDXO-0011-R11a-SM-4WWD9	Brain - Cerebellar Hemisphere
GTEX-ZDXO-0011-R1a-SM-4WKF4	Brain - Hippocampus
GTEX-ZDXO-0011-R2b-SM-4WKFG	Brain - Substantia nigra
GTEX-ZDXO-0011-R3a-SM-4WKFS	Brain - Anterior cingulate cortex (BA24)
GTEX-ZDXO-0011-R5a-SM-4WKG5	Brain - Caudate (basal ganglia)
GTEX-ZDXO-0011-R6a-SM-4WWCT	Brain - Nucleus accumbens (basal ganglia)
GTEX-ZDXO-0011-R7a-SM-4WWCU	Brain - Putamen (basal ganglia)
GTEX-ZDXO-0011-R8a-SM-4WWD7	Brain - Hypothalamus
GTEX-ZDXO-0126-SM-5S2ND	Breast - Mammary Tissue
GTEX-ZDXO-0226-SM-4WKH7	Kidney - Cortex
GTEX-ZDXO-0326-SM-4WKHJ	Muscle - Skeletal
GTEX-ZDXO-0426-SM-4WKF6	Heart - Atrial Appendage
GTEX-ZDXO-0726-SM-57WBT	Heart - Left Ventricle
GTEX-ZDXO-1326-SM-57WBS	Lung
GTEX-ZDXO-1426-SM-4WKHG	Pituitary
GTEX-ZDXO-1926-SM-5E45Q	Nerve - Tibial
GTEX-ZDXO-2126-SM-4WKFI	Brain - Cortex
GTEX-ZDXO-2326-SM-5LU9W	Adipose - Visceral (Omentum)
GTEX-ZDXO-2426-SM-5S2NJ	Adipose - Subcutaneous
GTEX-ZDXO-2726-SM-4WKFA	Artery - Aorta
GTEX-ZDXO-2926-SM-4WKFM	Brain - Cerebellum
GTEX-ZDXO-3026-SM-5J1N5	Skin - Sun Exposed (Lower leg)
GTEX-ZDXO-3126-SM-5IJDF	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZDYS-0002-SM-4WKGR	Whole Blood
GTEX-ZDYS-0005-SM-4YUWR	Whole Blood
GTEX-ZDYS-0005-SM-53UBJ	Whole Blood
GTEX-ZDYS-0008-SM-4E3IX	Cells - Transformed fibroblasts
GTEX-ZDYS-0126-SM-5HL6X	Artery - Coronary
GTEX-ZDYS-0226-SM-5HL4K	Heart - Left Ventricle
GTEX-ZDYS-0326-SM-5HL4W	Heart - Atrial Appendage
GTEX-ZDYS-0426-SM-5IJEQ	Lung
GTEX-ZDYS-0526-SM-5L3EE	Artery - Aorta
GTEX-ZDYS-0626-SM-5J2N5	Thyroid
GTEX-ZDYS-0726-SM-4WKGN	Esophagus - Gastroesophageal Junction
GTEX-ZDYS-0826-SM-4WWCR	Esophagus - Mucosa
GTEX-ZDYS-0926-SM-4WWCS	Esophagus - Muscularis
GTEX-ZDYS-1026-SM-4WKHC	Spleen
GTEX-ZDYS-1126-SM-5K7UB	Breast - Mammary Tissue
GTEX-ZDYS-1226-SM-5IJF3	Prostate
GTEX-ZDYS-1326-SM-5IJFF	Testis
GTEX-ZDYS-1526-SM-4WKFY	Nerve - Tibial
GTEX-ZDYS-1626-SM-4WKGB	Artery - Tibial
GTEX-ZDYS-1726-SM-5HL4Y	Muscle - Skeletal
GTEX-ZDYS-1926-SM-5HL59	Stomach
GTEX-ZDYS-2026-SM-5HL5L	Skin - Sun Exposed (Lower leg)
GTEX-ZDYS-2126-SM-5S2OD	Adipose - Subcutaneous
GTEX-ZDYS-2226-SM-5S2MI	Adipose - Visceral (Omentum)
GTEX-ZDYS-2326-SM-4WKG6	Colon - Transverse
GTEX-ZDYS-2426-SM-4WKGI	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZDYS-2526-SM-4WKGU	Pancreas
GTEX-ZE7O-0002-SM-4YUXG	Whole Blood
GTEX-ZE7O-0002-SM-53UBF	Whole Blood
GTEX-ZE7O-0006-SM-51MTA	Whole Blood
GTEX-ZE7O-0008-SM-4E3JQ	Cells - Transformed fibroblasts
GTEX-ZE7O-0011-R10a-SM-57WAZ	Brain - Frontal Cortex (BA9)
GTEX-ZE7O-0011-R11a-SM-57WBC	Brain - Cerebellar Hemisphere
GTEX-ZE7O-0011-R1a-SM-57WDM	Brain - Hippocampus
GTEX-ZE7O-0011-R5a-SM-57WBO	Brain - Caudate (basal ganglia)
GTEX-ZE7O-0011-R6a-SM-57WCI	Brain - Nucleus accumbens (basal ganglia)
GTEX-ZE7O-0011-R7a-SM-57WCU	Brain - Putamen (basal ganglia)
GTEX-ZE7O-0126-SM-57WC1	Skin - Sun Exposed (Lower leg)
GTEX-ZE7O-0226-SM-5S2N1	Adipose - Subcutaneous
GTEX-ZE7O-0326-SM-51MTH	Muscle - Skeletal
GTEX-ZE7O-0626-SM-57WCD	Heart - Atrial Appendage
GTEX-ZE7O-0826-SM-57WCP	Lung
GTEX-ZE7O-1126-SM-57WC8	Thyroid
GTEX-ZE7O-1526-SM-5J1NH	Adipose - Visceral (Omentum)
GTEX-ZE7O-2426-SM-57WD7	Vagina
GTEX-ZE7O-2626-SM-51MSS	Colon - Sigmoid
GTEX-ZE7O-2726-SM-51MT5	Skin - Not Sun Exposed (Suprapubic)
GTEX-ZE7O-2926-SM-51MSG	Minor Salivary Gland
GTEX-ZE7O-3026-SM-51MS4	Stomach
GTEX-ZE7O-3126-SM-5HL5X	Brain - Cortex
GTEX-ZE9C-0006-SM-4WKG2	Whole Blood
GTEX-ZE9C-0008-SM-4E3K6	Cells - Transformed fibroblasts
GTEX-ZE9C-0011-R11a-SM-4WKGG	Brain - Cerebellar Hemisphere
GTEX-ZE9C-0011-R2a-SM-4WKGH	Brain - Substantia nigra
GTEX-ZE9C-0011-R3a-SM-4WKGT	Brain - Anterior cingulate cortex (BA24)
GTEX-ZE9C-0011-R4a-SM-4WKH6	Brain - Amygdala
GTEX-ZE9C-0011-R5a-SM-5EGLO	Brain - Caudate (basal ganglia)
GTEX-ZE9C-0011-R6a-SM-4WWCW	Brain - Nucleus accumbens (basal ganglia)
GTEX-ZE9C-0011-R7a-SM-4WWCX	Brain - Putamen (basal ganglia)
